cd_cliente,nr_cpf_cnpj,nm_cliente,dt_nascimento,cd_segmento,cd_agencia,vl_renda_mensal,fl_ativo,dt_cadastro
2F0352D5-3FA,57046293856,Matheus Guerra,1986-07-09,PRIME,2545,9109.07,False,2018-12-22
C89849F8-A37,01485267994,Dra. Heloísa da Conceição,1988-01-01,PJ_PEQUENO,8651,69311.18,True,2022-07-21
F7EE6A6D-65D,75290648194,Melissa Lima,1958-10-30,VAREJO,7596,58664.77,True,2017-10-15
CD82BAA4-48B,84706329574,Olivia das Neves,1967-03-11,PRIME,9786,,False,2017-01-21
C7D00506-2FE,61328754928,Clara Azevedo,1974-12-28,PJ_PEQUENO,5092,70147.15,True,2019-12-21
4E4BAD67-F25,09582417676,Diogo Vasconcelos,1999-05-17,VAREJO,1828,52693.37,True,2016-01-18
62E073C2-900,64097521306,João Lucas Novais,1971-03-17,PRIME,AGENC-???,,True,2019-07-01
CA090631-4AB,89714203678,Dr. Gustavo Henrique Pereira,1955-04-06,PRIME,7209,1669.2,False,2017-12-22
377C5395-E02,06497538100,Caroline Duarte,1990-10-27,PRIVATE,7930,,False,2016-09-26
B9CEE932-7C5,09425178305,Calebe Aragão,1967-01-14,PRIVATE,4566,77543.69,True,2023-05-22
9B934FBC-326,94135607225,Sr. Josué Mendes,1978-02-19,VAREJO,1821,47357.94,True,2015-08-21
210AB4C4-0FF,31806592460,Maria Fernanda Santos,1995-07-24,VAREJO,4044,6878.92,True,2022-07-28
4F20F3DE-58F,71326405853,Mathias Silva,1971-02-07,PJ_PEQUENO,2964,75415.3,True,2021-06-29
BCEF6001-A27,08673412978,Brayan Pinto,1953-07-26,PJ_MEDIO,2343,34409.16,False,2017-12-04
9AFE5E24-748,32045618951,Dr. Valentim Vieira,1968-04-29,PRIVATE,4910,22350.74,True,2022-07-14
6C27521E-531,81642753017,Isaac Mendonça,1976-11-30,PJ_PEQUENO,AGENC-???,74427.94,True,2015-02-08
286DE560-C6E,52014893624,Kamilly Abreu,1991-02-12,PJ_MEDIO,2638,7250.97,True,2020-09-03
B651FFFE-4FC,87203654117,Calebe Casa Grande,1973-10-17,PRIME,6718,70647.84,True,2019-02-22
1B34E4AF-C6B,49521687355,Ana Sophia Guerra,1975-07-27,PRIME,8179,66948.98,False,2021-11-10
E99A2EFB-DB8,08612597340,Pedro Miguel Rios,1997-06-15,VAREJO,5905,74642.85,True,2016-07-04
6683E36E-CE1,69548013215,Dr. Gael Sousa,1973-09-23,VAREJO,2753,59779.71,True,2018-01-20
D77900B1-D91,90268453756,Dra. Agatha Macedo,1975-04-12,PJ_MEDIO,4450,57832.56,True,2022-09-16
F6504DB8-DBB,63092814533,Liz Oliveira,1973-09-07,PJ_MEDIO,9004,,True,2016-01-14
71BCC411-656,70539481297,Arthur da Costa,1988-01-01,PRIVATE,1722,1778.34,True,2022-02-22
8CD8F5F4-93D,85216749373,Luiz Gustavo Melo,1973-07-02,PRIME,8239,,False,2021-04-16
732F188D-6EB,18357029450,Júlia Martins,1950-11-13,VAREJO,2232,75686.5,True,2021-02-12
34B222B2-9DE,29603481505,Giovanna da Rosa,1953-03-26,PRIVATE,3426,35238.26,True,2018-06-16
4E069749-559,51298374014,Anthony das Neves,1982-09-18,VAREJO,6862,17991.01,True,2022-06-24
93F9759E-10D,15834096298,Melissa Oliveira,1959-03-23,PRIVATE,7658,77946.21,True,2017-08-27
DE1EB8BA-7FB,84369152755,Maria Júlia Vasconcelos,1964-07-30,PRIME,7755,3445.73,False,2023-10-10
2EE17F81-447,19458627001,Diogo Gomes,1986-12-09,PRIME,5371,13997.03,True,2019-04-16
9B16F806-DA5,67328459182,Sr. Vicente Carvalho,1953-06-22,PJ_PEQUENO,4644,17166.47,False,2018-12-03
C6FD676A-15B,34867015920,Maria Helena Farias,1977-05-19,PRIME,4652,,True,2019-06-21
2E9ECC29-FC0,02641598701,Manuela da Mata,1979-06-14,PRIVATE,2137,77400.79,False,2018-12-09
09093D1C-963,59123840633,Heloisa Camargo,1995-09-14,PJ_PEQUENO,9785,,True,2016-04-17
67C76346-1C6,40618572902,Sr. Davi Luiz Ramos,1973-06-08,PRIME,5349,4503.19,False,2018-11-16
C0A7E027-B31,15063429734,Sr. Felipe Cunha,1978-02-21,PJ_PEQUENO,9379,10578.19,True,2017-11-09
C13A2A19-7CA,34187956093,Alexandre Monteiro,1953-12-25,PJ_PEQUENO,1027,42313.75,True,2019-01-31
F40EA3C3-011,12538976030,Maitê da Mota,1988-09-10,VAREJO,6409,,True,2023-01-27
091BF7AC-2CB,78019462350,Isadora Dias,1976-12-10,PJ_MEDIO,6067,53851.09,False,2019-07-07
5D0A3BD0-9AB,24701598305,Gustavo Henrique Monteiro,1976-07-11,PJ_MEDIO,3085,16559.45,False,2022-08-06
6F9D96D7-538,81024567958,Isabela Melo,1965-08-12,PJ_MEDIO,5930,33376.9,True,2018-05-29
40C10B49-60A,67039845148,Henry Gabriel Nogueira,1975-09-28,PRIME,8043,63182.07,False,2020-03-19
7D44A617-A24,08592374600,Sr. Vinícius Camargo,1989-08-20,PJ_PEQUENO,4501,,True,2022-05-22
677F429C-354,74862051308,Heloísa Mendonça,1957-08-10,PRIVATE,9445,53612.53,False,2016-01-18
A4EB6D98-E2B,98741506375,Pietro Souza,1971-01-27,PRIVATE,4680,,True,2015-04-11
C797B359-7E5,60715329812,Marcela Cavalcanti,1954-02-23,PRIME,8784,49485.01,True,2020-02-09
957C145B-8DB,19647253052,Sr. Noah Pires,1987-03-08,PJ_MEDIO,4185,57890.15,False,2020-07-17
4976E05D-750,07625984176,Pietra Campos,1985-11-08,PRIME,3417,53000.55,True,2023-06-03
E8AC5683-D8E,68197352003,Mariane Ferreira,1959-07-25,PJ_PEQUENO,4585,,False,2015-07-25
8BF60064-247,67589341010,Pietro Moreira,2000-01-04,PRIME,2988,37332.25,False,2022-06-27
12BFEB32-53C,31074865235,Brenda Guerra,1997-08-26,PJ_MEDIO,6198,76078.11,False,2021-11-14
6F82F24D-A39,01384592741,Clarice Caldeira,1995-04-15,PJ_PEQUENO,AGENC-???,36504.22,True,2023-05-05
347D3234-43B,39057186268,Jade Silveira,1992-08-02,PJ_PEQUENO,5246,60514.48,False,2023-08-03
7DE3D174-99D,70248916378,João Vitor da Mata,1996-10-07,PJ_PEQUENO,4919,23055.9,True,2023-01-01
927BDE5F-4F4,29135607416,Lunna Abreu,1975-08-20,PRIME,5451,27864.03,True,2016-07-20
C0FBC931-596,30648721922,Maria Luísa Pastor,1963-07-14,PRIME,7275,,True,2015-09-21
2AA9353D-609,35942876029,Lara Machado,1987-03-22,PJ_PEQUENO,6421,44094.97,False,2015-09-13
B98E686A-43D,48015673984,Henry Gabriel Costa,1968-07-22,PJ_PEQUENO,7381,72529.82,True,2023-08-02
A537C40F-9B5,39504186793,Vitor Hugo Mendes,1984-02-16,PJ_PEQUENO,1096,75505.22,False,2023-06-14
AE34D5C2-B85,03759148620,Liam Nunes,1984-12-27,PJ_PEQUENO,9818,60179.98,True,2020-06-22
15AD529C-E77,10974265306,Sra. Maya Alves,1969-09-08,PRIVATE,8140,39622.9,False,2018-10-08
D0A18F14-9EE,23871046507,Pedro Henrique Carvalho,1986-04-10,PRIME,8657,73684.02,True,2019-06-02
ABC8B53A-771,05947162334,Ravi Lucca Souza,2000-08-19,VAREJO,2375,51955.85,True,2020-03-06
A82B9A72-283,60451973801,Dra. Stella Azevedo,1966-04-21,VAREJO,5262,,True,2020-02-06
CD71151C-8D6,48931720696,Joaquim Carvalho,1979-04-29,PRIVATE,7211,,False,2017-10-30
BD679CAA-B65,97251468085,Gustavo Henrique Aparecida,1957-05-07,PJ_PEQUENO,1317,,True,2018-12-04
077CCF83-220,94530827160,Hellena Porto,1970-02-12,VAREJO,AGENC-???,60707.31,True,2017-03-27
3ACF757F-5CE,81032794631,Igor Carvalho,1951-10-30,PJ_MEDIO,3496,20225.78,False,2022-07-05
B6B1F070-A8D,75863249137,Sr. Lucca Porto,1960-04-06,PJ_MEDIO,4571,38005.17,False,2023-08-08
8D95AEC4-371,25416098767,Olivia Pimenta,1983-02-04,PRIME,2876,62556.66,True,2018-06-28
C3D04F2D-158,80563217480,Mathias Macedo,1959-09-13,PJ_MEDIO,1420,74417.64,False,2019-06-13
C168C135-354,30964752883,Marcelo Andrade,1967-10-17,VAREJO,4978,9499.25,False,2022-09-03
2F55F100-C7F,15482096351,Stella Fogaça,1960-11-10,PJ_MEDIO,1672,28755.5,False,2022-06-02
8051C3EA-001,14759306234,Dante Vasconcelos,1983-03-31,VAREJO,9289,52332.15,True,2019-09-17
0C5EADF3-023,26013549842,Nina Araújo,1993-12-23,VAREJO,8102,,False,2022-12-07
73BDBBCB-2B0,86204153951,Vitor Hugo Monteiro,1963-09-23,PJ_PEQUENO,3885,59102.93,False,2021-11-27
E3E70BA5-A64,28137406590,Lucas Gabriel Borges,1998-04-13,PJ_PEQUENO,8616,,False,2018-08-13
4E80E524-120,96421378528,Sr. Augusto da Rocha,1972-01-10,VAREJO,5569,70708.05,True,2023-06-01
53A31699-631,71834650984,Miguel Novais,1991-09-10,PJ_MEDIO,7209,27907.13,False,2018-08-24
5051CF2D-63E,16750398448,Olivia Souza,1966-04-25,PJ_PEQUENO,4475,29353.76,False,2018-10-26
840DD761-523,48965230756,João Felipe Jesus,1975-02-02,PJ_MEDIO,5526,45129.6,True,2015-12-17
B2C8935E-159,58469073184,Henrique Macedo,1971-08-27,PJ_PEQUENO,9004,45081.33,True,2022-09-29
F2C8DB91-74A,81357690240,Maysa Nogueira,1992-09-17,PJ_PEQUENO,8342,63745.23,True,2018-04-20
9966908A-182,34569701884,Sra. Maria Laura Castro,1969-11-18,PJ_PEQUENO,4986,25537.17,False,2020-04-22
AAB6D5ED-143,24785930683,Zoe Rios,1999-08-28,PJ_MEDIO,6632,34902.05,False,2018-12-12
96DA1266-C0E,82179645309,Maitê Gonçalves,1990-09-16,PRIVATE,6023,21235.19,True,2023-02-02
7EB4C730-057,97051243616,Juan Cavalcanti,1967-04-12,PRIVATE,2958,59816.16,True,2017-02-23
8860DAB5-D79,09683254160,Vitor Gabriel da Luz,1969-05-31,PJ_PEQUENO,5530,58379.92,False,2016-02-16
E927D0BE-3CA,70294536116,Maysa da Rocha,1967-06-01,PRIVATE,4727,,False,2015-02-27
D7F780D9-86D,51209634805,Nicole Montenegro,1997-12-02,PRIME,AGENC-???,5072.98,True,2021-03-16
975963AD-97D,03874296113,Liam Ribeiro,1976-03-17,PRIME,9042,9553.13,True,2021-06-09
A459CF89-330,03246517835,Sr. Benicio Aparecida,1975-07-06,PJ_PEQUENO,8843,36076.8,True,2015-07-30
CCBA1680-2F2,40135627907,Sr. Nicolas Novais,1972-08-26,PJ_PEQUENO,2869,66036.08,False,2020-07-07
0FBBED98-579,85792430179,Dr. Theo Oliveira,1956-08-24,PJ_MEDIO,1878,,False,2015-12-15
D4932C84-A6F,58640729310,Valentina Barros,1972-04-07,VAREJO,7818,49095.94,True,2023-09-13
65386D23-32A,09673184240,Alana Ramos,1996-11-18,PJ_PEQUENO,8381,72817.59,False,2021-08-07
D69AE3EB-E7A,91507846258,Maria Júlia Pimenta,1988-06-21,PRIVATE,1986,49356.03,True,2023-07-22
A50CBCE1-312,92853176428,Isabela Cavalcante,1968-08-22,PRIME,5335,,True,2017-09-09
E2CC2FF9-3C3,26587491049,Levi Casa Grande,1965-08-05,PJ_MEDIO,2229,13787.81,False,2020-01-20
978EE185-C10,73462095838,Pedro Lucas Rezende,1992-02-28,PRIVATE,1534,19670.88,False,2022-11-19
8E476780-64B,86527390130,Sra. Laís Duarte,1990-09-25,VAREJO,4824,74027.02,True,2019-10-08
A1D85E40-DD7,67380154290,Dante Monteiro,1960-04-18,PJ_MEDIO,4683,52339.33,False,2024-04-08
0CE60254-FEF,87419230650,Ana Vitória Vargas,1962-10-05,VAREJO,1977,14524.94,False,2021-09-03
7ED99614-32E,46185739020,Marcela Jesus,1975-11-23,PJ_PEQUENO,3037,38292.79,False,2022-11-06
CE99382F-A02,73158290405,Henry Correia,1986-02-10,PRIVATE,9199,43888.55,False,2015-11-26
EAC309AF-2E0,96403785265,Marina da Paz,1953-07-30,PJ_PEQUENO,AGENC-???,48891.52,True,2016-01-10
2BF82552-0F6,83470621535,Caio da Paz,1970-07-16,PJ_MEDIO,1339,79966.43,False,2021-06-18
17E7ECC4-C30,48520963170,Luna Lima,1953-08-11,PRIME,8708,42238.66,False,2018-02-13
8BD26CFA-FB4,50496312898,Beatriz Camargo,1966-04-14,PJ_MEDIO,AGENC-???,51330.6,False,2016-01-09
3230B053-3C0,13496275855,Isabella Azevedo,1992-03-02,PRIVATE,7690,27664.71,True,2016-10-20
150C75F7-04B,78504236153,José Pedro Pacheco,1979-08-04,PJ_PEQUENO,9117,,False,2024-02-15
1680FC7C-891,41592780601,Ana Laura Silva,1999-05-09,VAREJO,8451,8412.69,False,2018-08-17
A77A1D20-489,26198375455,Luiz Henrique da Rocha,1960-05-26,PJ_PEQUENO,9431,66256.79,True,2022-05-17
AD6C2C9A-4BC,50314697225,Gustavo Novaes,1998-09-05,PJ_PEQUENO,7770,,False,2021-12-25
BA342EB6-760,86375491282,Bento Costa,1994-09-21,PJ_PEQUENO,1845,17479.32,True,2018-03-25
573B575E-B3F,02183579668,Matheus Oliveira,1989-04-22,PJ_PEQUENO,2989,3766.25,True,2022-12-17
A16D5C74-5C0,04913567810,Luigi Gonçalves,1964-03-17,PRIVATE,1224,44851.74,True,2017-07-09
3DB2D989-0B9,40723689547,Otto Rocha,1960-03-06,PJ_PEQUENO,2924,,True,2020-08-03
BD11DD49-A39,87456930210,João Gabriel Azevedo,1976-03-08,PJ_MEDIO,5479,34115.99,False,2020-04-18
E28737AB-035,78014256930,Guilherme Caldeira,1971-11-13,PJ_PEQUENO,3369,31611.5,True,2015-10-13
49E83FD0-F85,48702593629,Benjamin Lopes,1974-10-14,PJ_PEQUENO,6568,74838.5,False,2024-03-14
E6A5D42B-21B,76904235152,Srta. Raquel da Cunha,1950-03-26,PRIVATE,5891,67241.86,False,2016-08-31
7EE94620-8E3,35409628160,Benjamin Pimenta,1990-01-23,PJ_MEDIO,8935,28592.23,False,2020-02-09
A4380A41-52E,56097432143,Lorena Dias,1978-11-14,PRIME,4912,46386.11,True,2023-09-12
4C50E255-9D4,10894352741,Pietra Ramos,1986-11-08,VAREJO,6213,59959.35,False,2019-05-01
73A1B9C1-2DF,18793250630,Sofia Porto,1963-08-25,PJ_PEQUENO,1606,11410.33,False,2016-02-16
F0DDEE1E-1BE,70541392832,Luiz Henrique Lima,1989-07-02,VAREJO,9617,72969.67,True,2023-02-07
5F04780A-40F,30196487269,Dr. Cauê Peixoto,1962-12-07,PJ_PEQUENO,3529,7374.02,False,2018-10-18
C3513C2D-EDC,51687429049,Luana Aparecida,1985-08-29,VAREJO,6383,68408.79,False,2018-07-21
E035A2E3-186,21897635095,Benicio Aparecida,1993-10-11,PJ_MEDIO,1588,,True,2022-01-29
765EE55A-52F,91652483098,Josué Ribeiro,1975-10-13,PRIME,2480,35566.76,True,2023-07-12
CECEDA63-6CE,37625984109,Lara Machado,1959-01-07,PJ_PEQUENO,3725,55979.09,True,2015-07-08
47331903-D7F,51967438200,Srta. Maria Laura Monteiro,1979-02-07,VAREJO,5806,29639.37,False,2016-08-19
1962FC4A-3FB,75948062120,Olívia das Neves,1971-11-28,PJ_MEDIO,7751,,True,2016-11-27
DDD59A19-4F8,42783905132,Luiz Felipe Correia,1965-09-15,VAREJO,7267,50147.26,True,2020-07-31
58339DDE-C00,52467389146,Dr. Rael Novaes,1962-11-03,PRIME,8555,51575.51,False,2017-11-11
7AD87DDD-706,29684071558,Emanuel Sá,1950-11-04,PJ_PEQUENO,5712,,True,2015-10-30
C3A72A25-B2D,84279035105,Maria Fernanda Santos,1989-08-18,PRIVATE,5901,51656.69,False,2022-09-28
60881B5C-A0F,58293407123,Amanda Sousa,1972-06-09,PJ_PEQUENO,5949,17138.53,False,2020-06-02
FA9EFF19-5B7,71658249364,Apollo Montenegro,1959-07-27,PRIME,AGENC-???,46395.93,False,2022-11-04
7938E4EE-F83,96328705140,Gael Henrique Sales,1976-06-27,VAREJO,7484,,True,2021-10-19
B1A18F40-D6E,86970452310,Bruna Vasconcelos,1994-07-25,PRIVATE,4770,49154.6,False,2017-06-16
84DEAE10-CC1,21678509485,Heitor Brito,1967-01-22,PJ_MEDIO,5106,54704.51,True,2022-01-17
E78E11B2-D78,06521873407,Otávio Rios,1958-09-19,VAREJO,6061,63405.92,True,2021-07-01
10E2732C-E9F,46928317582,Melina Ferreira,1982-09-25,PRIME,2476,,False,2023-05-20
DB147EB2-6CC,40172935652,Dr. Miguel Cavalcanti,1987-04-12,PRIME,4289,11874.54,False,2020-12-14
D632B177-F1C,42019875314,Bernardo Rezende,1995-01-07,PRIVATE,3695,,False,2024-01-17
3E65DA6D-6E6,40693751800,Joaquim Oliveira,1976-06-24,PRIVATE,2886,38264.01,True,2016-07-30
2881E506-FEC,92304657800,Maya Correia,1970-03-29,PJ_PEQUENO,6992,8588.78,False,2015-02-27
738C3C36-13B,65908321451,Maysa Jesus,1973-09-22,PJ_MEDIO,3024,37200.7,False,2021-07-22
5D187F55-29C,76315904270,Marcos Vinicius Montenegro,1984-03-08,PRIVATE,2775,54474.67,False,2015-04-13
9DA4F4D3-70F,70254369170,Vitor Hugo Monteiro,2000-05-14,PRIVATE,4626,52340.71,False,2022-11-11
410BD807-E5F,40917628594,Emanuel Aparecida,1977-02-10,PJ_PEQUENO,AGENC-???,12472.5,True,2018-05-31
4E08B3D8-9B2,94321756006,Ana Liz Pires,1994-03-13,VAREJO,2592,19931.8,True,2019-05-11
61E0D431-814,03945278104,Vinícius Campos,1990-09-12,PRIVATE,9850,34401.45,True,2019-08-27
E69A3FEB-67F,53274610844,Srta. Juliana Carvalho,1958-11-19,PJ_PEQUENO,7686,,False,2015-05-15
8D6257F2-0BC,94682015702,Carolina Pires,1983-03-30,PRIME,8264,36408.62,True,2019-01-25
4C6D5EA5-40B,28745309647,Camila Araújo,1958-11-30,PRIVATE,AGENC-???,72283.15,False,2015-09-06
6DFA9806-BEE,42839670178,Luiz Fernando Borges,1985-09-20,PRIVATE,4109,77504.24,False,2016-01-11
9723A85B-15C,27349608500,Clara Teixeira,1969-01-11,PJ_MEDIO,1349,5470.41,False,2017-09-24
019DD80D-CE2,03182579479,Caroline Moura,1961-04-19,PJ_MEDIO,4362,6885.9,True,2021-07-29
AC12CBD1-6DF,39185407232,Alexia Borges,1969-05-17,PRIME,6383,62287.93,True,2018-02-09
28B623E7-B25,17695480258,Maria Clara Mendes,1962-12-25,PRIME,9850,21176.35,True,2016-03-26
0994066F-023,20173564844,Luiz Miguel Brito,1952-04-24,PRIME,1243,29622.02,True,2021-08-08
9BF6290C-56C,34217059841,Joaquim Cunha,1979-01-18,VAREJO,3854,22331.35,True,2023-04-27
D067620C-54C,89607325400,Rael da Mota,1987-10-08,PJ_MEDIO,2862,60034.72,False,2020-01-11
B7D4F20A-354,07819624558,Anthony da Luz,1982-06-25,PJ_MEDIO,2786,,True,2021-11-24
D005D28C-3EB,96324871096,Otávio Novaes,1953-11-21,PJ_MEDIO,5941,,True,2015-09-07
5416063C-534,92156437882,Luísa Cavalcante,1992-12-21,PJ_PEQUENO,7984,55358.65,False,2022-12-27
F6A87F05-958,93857042656,Luna Siqueira,1989-10-17,VAREJO,2323,26785.78,True,2015-09-27
251EABCD-165,98520716458,Luigi Machado,1961-04-28,PRIVATE,9984,,False,2021-09-12
89BB5001-078,38526907140,Bernardo Fogaça,1997-08-07,PRIVATE,8433,,False,2016-02-11
37C14703-C54,26953014725,Sr. Mathias Viana,1960-04-07,PJ_MEDIO,4522,35260.49,True,2019-08-22
E59DD6D4-E21,07815349250,Kaique Siqueira,1980-05-29,PJ_PEQUENO,7532,,True,2018-07-04
868F5BA6-7AF,73169508202,Cauã Alves,1988-04-15,PRIVATE,5176,,True,2022-09-14
1B1FBCB3-841,09768351268,Davi Lucca Cavalcanti,1992-07-19,VAREJO,2494,66794.09,True,2019-11-04
46EF8FCF-C38,31820576930,Davi Lucca Pires,1958-08-31,PRIVATE,3131,45175.1,False,2022-07-07
447E8ABD-7DC,93648207113,Dr. Brayan Monteiro,1960-12-19,PJ_PEQUENO,6793,70078.18,False,2023-02-01
5C0F3CFD-4BA,76931805401,Allana Nogueira,1954-08-13,PRIVATE,6119,29104.23,True,2016-09-25
09DD9ACF-25D,14506279867,Bryan Moura,1993-04-05,PRIME,2773,28983.95,False,2016-04-15
43C6A944-EC7,48357169066,Ana Liz Nascimento,1974-12-29,PJ_MEDIO,4705,64866.88,True,2021-10-30
B67825BC-EA8,91352648709,Srta. Sophia Marques,1973-12-29,VAREJO,3955,22951.73,False,2018-10-23
6CB0A497-D8C,95342178673,Alícia Pinto,1981-06-29,VAREJO,3972,69784.22,False,2015-10-13
BC44968A-ABF,27619850449,Amanda Caldeira,1962-09-23,VAREJO,2503,60069.77,True,2019-03-21
82B4C143-FF4,32571804626,Sra. Ayla Caldeira,1987-09-01,PJ_PEQUENO,6585,13856.63,False,2023-02-03
8791F791-376,30827514905,Sophia Mendes,1979-02-07,PJ_MEDIO,2391,70842.36,True,2016-10-06
E900AF4E-89C,70418956294,Erick Castro,1954-06-19,VAREJO,5458,36284.37,False,2020-06-12
661EF33D-CAA,57418930666,Isadora Novaes,1989-08-28,PJ_PEQUENO,5475,,True,2018-11-14
BF280803-18A,93452086747,Ravi Lucca Peixoto,1988-07-27,VAREJO,5640,54740.1,False,2020-11-28
E1915BD6-A01,21783654937,Luiz Felipe Cardoso,1977-09-02,VAREJO,4612,32528.18,True,2015-02-01
B1CB31F4-592,19268753464,Eduarda Ribeiro,1968-05-04,PRIVATE,4460,61736.94,False,2018-03-31
D85C93CF-85B,54908726329,Aylla Ferreira,1979-06-09,VAREJO,1126,40544.75,False,2016-12-20
5D413897-554,14623905870,Dr. Daniel Guerra,1961-08-04,PJ_PEQUENO,9725,56738.19,False,2015-10-23
997916CC-660,73916280503,Henrique Teixeira,1985-08-16,VAREJO,8147,2971.21,True,2018-07-06
1481EFA4-F18,85706149267,Yuri Moreira,1988-07-06,PJ_MEDIO,7626,57195.67,False,2018-03-31
BCFBFD45-6C5,87259136030,Diego Freitas,1960-05-02,PJ_PEQUENO,1341,77346.68,True,2023-12-27
3A8256A4-B54,42167850930,Srta. Nicole Barros,1991-04-12,PRIVATE,2443,35781.87,True,2017-09-23
3E8A1035-2EB,71904238505,Mariah Marques,1989-02-01,PJ_MEDIO,7560,42631.06,False,2018-06-24
5BF500E4-8BE,28059341723,Ana Beatriz Gonçalves,1980-06-17,PRIME,6456,62660.75,True,2020-09-21
330D0315-9CF,31702584607,Sr. Thiago Gonçalves,1960-03-25,PJ_MEDIO,9355,16721.44,False,2018-12-09
A6A69A7F-B7F,37082156480,Asafe Duarte,1963-04-02,PRIME,2684,12995.87,True,2016-12-11
2C8EDF74-278,45802369124,Ravy Cassiano,1963-09-19,VAREJO,3902,76176.43,False,2020-03-15
78622155-B29,47068235107,Daniel da Cruz,2000-07-29,PJ_MEDIO,8354,,False,2022-01-13
24D04B83-419,37264185982,Olívia Martins,1978-05-13,PRIME,8205,6860.47,False,2022-01-30
0F06EB13-217,89102357488,Clara Gonçalves,1977-03-02,PRIVATE,1920,,True,2018-06-25
0DA24407-9FE,63987014296,Vitor Gabriel Costa,1991-06-05,PJ_PEQUENO,1616,5965.87,False,2015-11-11
3902F1F6-EBF,53018694775,Benjamim Fogaça,1958-02-06,PJ_MEDIO,9307,31681.87,True,2020-01-17
26952F30-109,65078932186,Guilherme da Cruz,1966-11-21,PRIVATE,8792,40857.33,True,2020-01-20
