cd_cliente,nr_cpf_cnpj,nm_cliente,dt_nascimento,cd_segmento,vl_renda_mensal,fl_ativo,dt_cadastro
CE7D0716-7F8,67908425194,Matheus Silveira,1962-09-13,PJ_MEDIO,69360.8,True,2019-08-30
6AF2FB7E-DDC,09326781577,Otto Guerra,1985-07-25,PRIME,34629.11,False,2021-11-12
EA113DF9-9D8,63921870577,Aurora Oliveira,1984-08-02,PJ_MEDIO,58560.34,False,2015-02-07
73E80F66-A32,90374526800,Mirella Moreira,1972-04-25,PRIME,21457.77,False,2017-11-01
743083EE-20D,84652917058,Maitê Sousa,1955-10-08,VAREJO,9317.83,False,2017-12-16
2840B2C4-9DA,61509823786,Ravi Lucca Garcia,1991-08-28,VAREJO,55333.28,False,2018-04-03
2BD28845-CFD,56834920765,Giovanna Aragão,1979-09-21,PJ_MEDIO,9338.41,True,2020-06-29
E24DDBCC-6A9,38976210450,Dra. Kamilly Lopes,1986-07-14,PRIVATE,47038.39,False,2024-04-23
4A376D5C-154,73205698410,Benjamim Peixoto,1965-04-01,PJ_MEDIO,47528.36,False,2016-01-28
2A3B16B6-57C,53764901225,Luiz Gustavo Câmara,1960-09-04,PRIVATE,,True,2022-05-03
87678A05-4B8,90528417304,Alícia Silva,1986-08-07,PJ_MEDIO,9249.17,True,2016-05-15
82685B37-177,19378604269,Guilherme Novaes,1979-08-07,PRIME,30739.51,True,2022-10-23
A6CB18F1-695,49530278683,Sra. Ana Júlia Caldeira,1964-08-04,PRIME,26963.61,True,2020-02-11
8690D6C5-07B,43617058280,Beatriz Ribeiro,1989-12-05,PRIVATE,28962.55,False,2023-04-20
D1E89113-573,93276810450,José Casa Grande,1955-02-20,PRIVATE,79612.09,True,2018-10-24
E291F563-861,16053927821,Ana Cecília da Cunha,1967-10-22,PJ_MEDIO,5167.74,True,2015-12-23
07DDFBB7-DED,68237910559,José Mendes,1960-05-22,PRIVATE,,False,2020-09-05
831952CF-22B,18429637591,Cecília Freitas,1989-01-23,PRIME,36457.73,True,2019-07-05
04A1986A-23F,14730659848,Srta. Liz Costela,1953-08-16,PRIME,78679.17,False,2020-12-17
870423F2-D58,26479038592,Luna Pacheco,1951-09-05,PRIME,21496.08,False,2023-12-31
9145BD8C-A5A,98031625433,Rebeca Moura,1997-11-16,PJ_MEDIO,56975.84,False,2016-04-27
6256097E-8E7,45391072670,Juliana Cavalcante,1998-10-07,PJ_PEQUENO,,False,2024-04-09
9C84DA8E-662,71052349897,Ayla Abreu,1961-10-10,PRIME,30386.13,False,2022-10-05
2ECF8DF1-64A,83560192730,Bento Sousa,1976-06-20,PRIVATE,,False,2021-04-27
979CB7EA-220,47931280687,Liz Oliveira,1986-06-29,PJ_PEQUENO,36426.01,True,2016-03-14
B3CAD766-724,31896524737,Sra. Lunna Martins,1966-11-25,PJ_PEQUENO,19044.72,False,2023-07-05
63E6E9E3-619,61937854264,Raul Guerra,1979-09-23,PJ_PEQUENO,77767.92,False,2017-10-21
F681D6D9-F7F,83502416753,Hellena Abreu,1979-03-04,VAREJO,79789.65,True,2021-02-28
02EA5715-8D3,30527468126,Rodrigo Fonseca,1981-12-30,PJ_MEDIO,73057.75,True,2023-12-13
8C2F6667-184,03179482613,Enzo Gabriel Vargas,1959-10-13,PRIVATE,,True,2017-04-05
C9AA15A3-86B,32465098756,Marcelo Nascimento,1983-12-30,PJ_MEDIO,6271.85,True,2018-01-20
05F93F46-152,96450273143,Guilherme da Cruz,1991-02-19,PJ_PEQUENO,,True,2015-01-29
095515B2-B7A,31859460224,Srta. Bella Siqueira,1994-06-26,PRIVATE,72346.55,True,2023-05-21
F80CA9F1-62C,96104857310,Nathan Vasconcelos,1972-02-09,PJ_MEDIO,,True,2020-03-25
D0D5E558-732,54613982782,Augusto Aparecida,1959-06-07,PRIVATE,74900.74,True,2017-05-15
98F6DEC2-7EC,37251860490,Sr. Henry Gabriel Borges,1996-09-23,PJ_PEQUENO,70731.36,False,2024-04-17
64B5E4E8-D6C,12846509360,Eduarda Rezende,1963-01-21,PJ_MEDIO,59109.61,False,2020-09-30
4C842244-A59,97845026158,Davi Luiz Pereira,1959-05-31,PJ_MEDIO,62411.47,False,2019-06-10
E912B8E0-D37,92358460133,Dr. Davi Rezende,1971-10-11,VAREJO,52136.42,False,2017-08-29
ABE44847-E5F,57290134699,Asafe Costa,1994-07-16,PJ_MEDIO,49814.91,False,2023-10-08
21D21DFF-04C,50148697267,Anthony Camargo,1974-10-28,PRIVATE,,False,2023-12-21
5D0115EA-655,35914728088,Miguel Sousa,1977-10-14,PRIVATE,,True,2020-01-25
980BB2AB-DE4,51346798273,Igor Sá,1986-02-26,PJ_MEDIO,,True,2019-04-29
71686EE7-ABF,83042675190,Stephany Sales,1980-10-21,PRIVATE,24870.88,False,2024-04-24
819D1A33-A0B,90843275197,Apollo Montenegro,1981-10-26,PJ_MEDIO,55615.49,True,2023-12-23
BA6C15EC-9AF,37018652480,Ayla Vasconcelos,1973-03-31,PRIME,47009.52,True,2021-11-08
DB554AC3-443,62805147308,Mariah Rezende,1996-04-08,PRIVATE,37771.81,False,2019-01-30
D619329B-09B,82715693419,Beatriz Casa Grande,1995-06-03,PRIVATE,41329.58,True,2022-07-15
6A342643-FA9,02874513997,Marcos Vinicius Dias,1994-07-30,PRIVATE,53780.46,True,2019-03-30
00952A8E-766,24158963737,Nicole da Paz,1992-10-15,PJ_MEDIO,79685.8,True,2018-06-09
CAE68013-077,03482167508,Maria Eduarda Araújo,1953-06-30,PJ_PEQUENO,5957.95,False,2022-04-25
2626982D-786,84027193687,Henrique Pacheco,1958-10-12,PJ_PEQUENO,76648.17,True,2022-09-11
01E2DED7-FC9,02167893540,Srta. Ester Gonçalves,1967-05-06,PRIVATE,51890.61,True,2020-07-07
B0D8CE5A-F6F,28365701480,Dra. Heloísa da Mata,1995-07-25,PJ_MEDIO,,True,2016-08-31
DA387D56-385,13609482796,Sra. Giovanna Porto,1967-02-11,PRIME,,True,2017-08-25
CD660BFE-FDA,30796458120,Felipe Gonçalves,1966-12-19,PJ_PEQUENO,11696.82,False,2022-08-25
30132B88-D70,10895342723,Maria Liz Fogaça,1953-11-17,PRIME,8329.37,True,2024-03-18
91BCA360-C10,34615928700,Cecília Machado,1985-03-22,PRIVATE,13951.83,True,2018-07-08
7AFE5AEA-9F6,90534768229,Emanuel Fogaça,1979-09-12,VAREJO,50410.91,True,2017-12-11
B51017F0-29F,29815307479,Dra. Eduarda Siqueira,1954-10-24,PRIME,,True,2018-01-02
1B21983F-539,81392564042,Dr. Liam Pereira,1993-04-01,PJ_PEQUENO,24423.51,False,2015-05-17
4C1994D4-275,68390754274,Maria Vitória Camargo,1971-10-21,PRIVATE,30399.34,False,2015-06-21
7C532BEB-0FB,67125903886,Marina Borges,1963-05-08,VAREJO,33769.25,False,2017-10-27
FBDFBBD1-CA1,67390251425,Sra. Melina Pires,1956-08-10,PRIME,77988.44,False,2023-11-22
1AA8B137-D28,63470152853,João Vitor Câmara,1982-05-04,PJ_MEDIO,,False,2016-03-31
B2D6B6E7-1AA,57894260347,Guilherme Leão,1964-05-13,VAREJO,,True,2022-02-13
8DA4996C-C29,96503821786,Srta. Joana Azevedo,1963-03-26,PJ_PEQUENO,67655.0,False,2015-05-02
159B542A-DB4,87365094184,Apollo Costela,1989-04-05,PJ_PEQUENO,72630.95,True,2016-09-04
6BA91BA8-E45,21837940541,Emanuelly Pacheco,1998-07-16,PRIME,30127.2,False,2018-03-06
6950A963-D2B,17605924801,Lucas Ferreira,1987-08-12,PJ_MEDIO,20994.09,True,2017-11-17
88E47BA7-C9E,07498362104,Antônio Araújo,1983-04-14,PRIVATE,65185.36,False,2021-07-06
B5B37DEC-B89,01654932833,Fernando Albuquerque,1979-11-15,VAREJO,77607.73,True,2022-11-30
D1414B9A-CAD,01524869333,Luiza Moreira,1979-11-11,PJ_PEQUENO,40728.21,False,2023-08-13
B3517976-289,87429316069,Lucas Pereira,1998-05-08,PJ_MEDIO,73950.16,True,2017-08-08
B0762FEF-FAC,48239160778,Anthony Gabriel Marques,1962-04-13,PJ_PEQUENO,68839.32,True,2021-06-19
BD4282E2-7A1,10745238904,Gustavo Pires,1955-07-16,PRIVATE,,True,2022-10-14
88A0164E-419,58294710350,Ravi Vieira,1971-11-28,PJ_PEQUENO,58088.51,True,2019-10-04
F94E2810-66A,67134052907,Isaac Rocha,2000-06-29,VAREJO,75835.26,True,2016-09-05
C3549971-9D5,78659143264,Vitor Almeida,1955-07-27,PJ_MEDIO,30900.19,False,2022-08-03
03C18982-7C2,89214763003,João Felipe Gonçalves,1952-02-05,PJ_PEQUENO,37446.06,True,2019-11-04
D74B1B42-897,35640198206,Léo Pinto,1991-06-21,VAREJO,76560.58,True,2016-12-08
E897455A-7F2,59468031233,Sabrina Pires,1953-06-21,VAREJO,47345.46,True,2017-11-01
5CF1C857-2E4,84210576930,Vitória da Conceição,1977-10-02,PJ_MEDIO,37382.02,False,2016-11-01
D3EB4A12-C38,24796835164,Marina Pastor,1960-04-10,PJ_PEQUENO,58657.09,True,2022-09-10
3A2FCBA2-AF4,67143028940,Srta. Marcela da Cunha,1971-04-28,PRIME,59639.66,True,2021-06-25
7504E1D0-4DF,56093278140,José Pedro Souza,1983-11-27,PJ_MEDIO,10329.28,False,2017-07-07
85C983D2-BBF,59360482765,Marina Fogaça,1952-03-26,PJ_PEQUENO,14029.81,False,2015-06-22
9D8F66C4-B6E,07542683900,Diogo da Rocha,1954-12-29,PJ_MEDIO,,True,2022-04-26
6E0D35FA-FF1,23765098159,Luiz Gustavo Montenegro,1991-07-26,PJ_PEQUENO,15773.74,True,2018-07-16
394BEA8D-3C7,85269074338,Sra. Fernanda da Cruz,1975-09-01,PJ_MEDIO,40043.15,False,2023-11-07
1A67DD2C-CA6,89042753692,Dr. Antony Duarte,1964-12-09,PJ_MEDIO,6377.95,True,2016-09-09
23F7847B-607,10567238407,Maitê Vieira,1964-03-30,PJ_MEDIO,76858.88,True,2019-09-23
B0136961-EC3,37685014939,Ryan Mendes,1999-08-26,VAREJO,21806.87,False,2019-02-06
EB995BDC-BBB,07481263922,Sr. Theo Peixoto,1995-02-25,PJ_MEDIO,,False,2020-07-04
439C394F-7A0,03947215860,Maria Luiza Martins,1986-08-20,VAREJO,65750.18,True,2022-04-03
9C4476B8-6EB,45028613915,Benicio das Neves,1988-04-09,PRIVATE,,False,2024-02-27
85B903F9-2DB,89417502379,Nina Pinto,1980-09-27,PRIME,37691.01,False,2021-03-03
FE25A3D7-93C,09768542365,Noah Brito,1991-10-15,PRIVATE,40343.22,False,2015-02-27
F29B923F-490,15346809260,Maria Luiza Sousa,1989-08-11,VAREJO,,False,2020-04-01
9BB5458B-D81,39041625780,Beatriz Moura,1991-02-07,VAREJO,8283.23,False,2016-09-19
62CF96BC-C4A,02674351934,Lavínia Leão,1998-12-18,PRIVATE,,True,2023-12-03
05C43A3B-0FB,51279380659,Amanda Pereira,1962-03-26,PJ_MEDIO,71646.1,True,2022-12-07
6F2B00A0-550,18259407620,Emanuelly da Luz,1983-11-19,PRIVATE,35847.43,True,2018-10-31
BE7A21EA-B9C,89721354619,Antonella Pires,1967-07-29,PJ_PEQUENO,52169.69,False,2015-05-17
DBB391C8-93B,45089726167,Enzo Pinto,1980-01-11,PJ_PEQUENO,44105.78,True,2023-11-30
28068DE1-D4E,64851972067,Danilo Ramos,1968-01-22,VAREJO,31172.91,False,2021-06-22
36FB2019-BAD,84203679583,Guilherme Castro,1982-12-27,VAREJO,,True,2016-05-19
37B41611-9CF,39476218509,Alana da Luz,1965-08-18,PRIVATE,45196.58,False,2017-09-02
889CC008-E02,35670294106,Joana da Cunha,1983-06-22,PRIVATE,,True,2015-12-14
CD88C1A0-CE3,14856920324,Fernanda Moraes,1957-09-05,PJ_MEDIO,45158.91,False,2015-01-12
DBD780F6-DD7,86307524162,Maya Jesus,1960-08-19,PJ_PEQUENO,55832.93,False,2020-06-13
A022C472-EC3,43291768078,Leonardo Vieira,1959-03-22,PRIVATE,4593.65,False,2022-04-11
70CBE7FA-799,49251378673,Ana Cecília Rezende,1959-04-14,VAREJO,66420.3,True,2018-03-13
38492326-112,62890154785,Henry Nascimento,1970-04-14,PRIME,78040.79,False,2023-03-18
01B510DF-B9D,82451736062,Manuela Aparecida,1989-09-17,PJ_MEDIO,37061.42,True,2022-04-08
6AD6EE90-70B,79631842096,Samuel das Neves,1976-05-07,PJ_PEQUENO,54070.74,False,2015-10-03
4B950342-0A8,80624913740,Ryan da Rosa,1958-03-21,VAREJO,5522.47,False,2015-07-28
5EDEC160-9FE,93476821013,Zoe Abreu,1959-07-10,PJ_PEQUENO,3704.05,True,2015-02-18
6C28DA7F-85C,57930618439,Manuela da Cruz,1983-05-25,VAREJO,,False,2021-05-04
7B390D50-09A,71508943648,Vinícius Pires,1992-06-26,PRIME,56711.37,True,2015-05-15
20F20DCB-367,67254081335,Sr. Bryan Mendes,1957-05-07,VAREJO,50178.17,False,2019-02-01
DB92DE24-F74,18057946393,Olívia Siqueira,1992-06-20,PRIVATE,,False,2022-03-06
9277DEBB-2B2,21608759458,Bryan Novaes,1970-08-22,PJ_MEDIO,,False,2023-05-23
1A7B0AD2-2D3,75893041232,Antônio Garcia,1977-09-28,PRIVATE,28704.07,False,2022-06-09
5C2C5A73-D10,95136827491,Marcela da Rosa,1973-02-20,PRIME,,False,2018-03-10
5233D99B-9C5,19278046558,Antony Guerra,1960-02-20,PRIVATE,,True,2023-11-24
E9C8FE0A-D98,32705416943,Dra. Mariane Nascimento,1982-11-14,VAREJO,20210.9,True,2019-12-25
9D315FAA-DC4,21580476902,Paulo Mendonça,1988-01-07,PJ_PEQUENO,31276.66,True,2023-05-04
761BA860-06A,06495327838,Enrico Costa,1983-10-19,VAREJO,,False,2023-08-07
7E6BA12F-7BB,27819640502,Emilly da Mota,1957-12-06,PJ_PEQUENO,48498.87,True,2023-12-21
DEB9191E-91D,74856139282,Augusto Mendes,1982-08-01,PJ_MEDIO,49807.09,False,2020-10-15
81958337-92C,32017548626,Nathan Marques,1995-09-05,VAREJO,,True,2020-10-12
D1DF339E-FA4,47680329583,Raul da Cruz,1955-03-26,PRIME,41010.29,True,2018-03-06
69E90986-723,35827640956,Sophie Nascimento,1954-01-18,PRIVATE,21556.11,False,2015-04-20
96C054FB-4FD,81632947528,Sr. Thiago Pastor,2000-09-06,PJ_MEDIO,17914.33,False,2019-03-12
5AC1877C-370,23098715405,Isadora Camargo,1971-11-05,PRIVATE,77960.12,True,2016-02-03
5F0D04AB-1FF,50147938279,Juliana Mendonça,1960-06-16,VAREJO,,False,2023-12-24
79F9ECD5-6A6,37891652473,Manuela Pastor,1956-05-09,PJ_MEDIO,33713.14,False,2020-09-26
5E9D84EA-577,72634508956,Maria Gonçalves,1999-09-11,PRIVATE,,True,2017-09-21
AA980038-3BA,76319580259,Noah Ramos,1982-01-10,PJ_MEDIO,,True,2015-08-03
60EBFB14-AD8,81025496370,Ravi Pacheco,1990-09-23,PRIME,55914.63,True,2023-07-08
03AF8D78-070,67418529309,Danilo Cavalcanti,1953-07-30,PRIME,53046.32,False,2017-12-20
C4B8E6A8-979,69248057101,Vitor Martins,1963-11-23,PRIVATE,53521.78,True,2015-02-05
